ts,referer,page,user_agent,ip
2014-04-15 23:43:08.475898,,,,178.137.161.32
2014-04-15 23:43:10.189093,,,,178.137.161.32
2014-04-15 23:45:23.744868,,,,198.12.76.44
2014-04-15 23:58:22.399202,,,,23.122.149.56
2014-04-16 00:01:24.398666,,,,54.226.176.99
2014-04-16 00:03:19.023756,,,,23.122.149.56
2014-04-16 00:08:19.908796,,,,108.200.243.25
2014-04-16 00:10:38.606302,,,,157.55.32.187
2014-04-16 00:12:43.769346,,,,202.32.8.244
2014-04-16 00:45:42.846313,,,,66.249.76.82
2014-04-16 00:55:22.667269,,,,150.70.173.46
2014-04-16 00:59:42.458783,,,,115.113.11.186
2014-04-16 01:15:59.828615,,,,71.82.136.134
2014-04-16 01:20:12.921785,,,,50.131.53.75
2014-04-16 01:32:25.724566,,,,1.22.156.178
2014-04-16 01:33:31.366239,,,,67.204.8.78
2014-04-16 01:34:20.431638,,,,54.205.193.184
2014-04-16 01:35:07.675415,,,,89.145.108.205
2014-04-16 01:35:51.185779,,,,150.70.97.122
2014-04-16 01:42:01.373382,,,,150.70.75.167
2014-04-16 01:42:11.731337,,,,114.143.160.51
2014-04-16 01:49:52.904035,,,,103.246.38.196
2014-04-16 01:49:54.105491,,,,103.4.125.30
2014-04-16 01:49:55.356145,,,,103.4.125.30
2014-04-16 01:50:25.061334,,,,124.124.83.218
2014-04-16 01:54:34.047015,,,,67.204.8.78
2014-04-16 01:54:48.422418,,,,88.170.204.243
2014-04-16 02:03:09.135272,,,,122.177.160.38
2014-04-16 02:04:53.514532,,,,88.185.129.207
2014-04-16 02:06:13.815647,,,,220.237.2.193
2014-04-16 02:10:59.905900,,,,24.68.102.1
2014-04-16 02:17:42.990947,,,,93.172.187.44
2014-04-16 02:20:29.866346,,,,77.72.197.131
2014-04-16 02:23:20.718257,,,,204.236.193.71
2014-04-16 02:24:34.561513,,,,103.4.125.30
2014-04-16 02:26:59.581176,,,,171.76.107.134
2014-04-16 02:30:19.438236,,,,"180.255.248.49, 220.255.1.62"
2014-04-16 02:33:02.864919,,,,92.74.39.71
2014-04-16 02:33:18.208282,,,,182.71.16.106
2014-04-16 02:50:50.781517,,,,24.218.227.232
2014-04-16 02:52:44.809635,,,,150.70.75.167
2014-04-16 02:53:45.584320,,,,150.70.97.96
2014-04-16 02:54:12.699726,,,,150.70.64.216
2014-04-16 02:58:41.121933,,,,"10.24.74.239, 203.201.220.36"
2014-04-16 02:59:58.454137,,,,193.150.120.33
2014-04-16 02:59:58.491590,,,,193.150.120.33
2014-04-16 02:59:59.034282,,,,193.150.120.33
2014-04-16 02:59:59.620853,,,,193.150.120.33
2014-04-16 02:59:59.073398,,,,193.150.120.33
2014-04-16 02:59:59.630723,,,,193.150.120.33
2014-04-16 03:00:03.998393,,,,50.17.10.12
2014-04-16 03:00:04.419696,,,,54.80.238.120
2014-04-16 03:12:00.027754,,,,125.16.17.153
2014-04-16 03:14:02.943323,,,,199.21.99.116
2014-04-16 03:18:33.667383,,,,"10.24.74.239, 203.201.220.36"
2014-04-16 03:19:15.267989,,,,"117.251.4.27, 141.0.10.98"
2014-04-16 03:21:31.211505,,,,196.24.86.249
2014-04-16 03:29:16.409298,,,,92.231.229.103
2014-04-16 03:29:44.378808,,,,178.137.19.70
2014-04-16 03:29:44.972466,,,,178.137.19.70
2014-04-16 03:29:46.553964,,,,178.137.19.70
2014-04-16 03:31:26.525934,,,,212.126.164.200
2014-04-16 03:35:16.139906,,,,203.99.206.243
2014-04-16 03:42:53.324403,,,,125.209.211.202
2014-04-16 03:46:26.027316,,,,79.59.211.120
2014-04-16 03:48:33.751790,,,,193.176.224.14
2014-04-16 03:49:09.040779,,,,"10.192.5.49, 155.140.133.248"
2014-04-16 03:49:09.426467,,,,155.140.133.248
2014-04-16 03:49:10.408337,,,,199.58.86.206
2014-04-16 03:50:04.751235,,,,203.91.213.69
2014-04-16 03:50:05.425199,,,,203.91.213.69
2014-04-16 03:50:48.850076,,,,58.22.70.129
2014-04-16 03:51:11.529011,,,,203.91.213.69
2014-04-16 03:57:51.418273,,,,54.197.174.245
2014-04-16 04:01:26.552689,,,,193.176.224.14
2014-04-16 04:01:50.684167,,,,130.192.91.215
2014-04-16 04:02:03.076490,,,,130.192.91.196
2014-04-16 04:09:03.435610,,,,193.176.224.14
2014-04-16 04:23:01.097833,,,,106.120.173.90
2014-04-16 04:32:51.721941,,,,199.21.99.116
2014-04-16 04:36:32.534493,,,,198.199.111.5
2014-04-16 04:39:46.032560,,,,81.208.7.130
2014-04-16 04:58:29.988870,,,,"13.29.3.53, 80.187.100.17"
2014-04-16 04:58:30.290461,,,,"13.29.3.53, 80.187.100.17"
2014-04-16 04:59:38.386928,,,,117.199.213.86
2014-04-16 05:00:37.224249,,,,65.190.79.225
2014-04-16 05:03:22.552070,,,,150.70.173.39
2014-04-16 05:06:49.466722,,,,199.59.148.211
2014-04-16 05:10:28.359162,,,,85.10.211.143
2014-04-16 05:12:21.575951,,,,160.96.200.36
2014-04-16 05:17:12.725316,,,,203.196.135.158
2014-04-16 05:29:07.655685,,,,206.51.231.26
2014-04-16 05:29:20.777578,,,,206.51.231.26
2014-04-16 05:38:34.648662,,,,14.200.134.114
2014-04-16 05:38:54.379908,,,,68.180.225.51
2014-04-16 05:50:23.256923,,,,216.128.241.23
2014-04-16 06:03:44.824494,,,,173.49.24.118
2014-04-16 06:14:59.263683,,,,14.200.134.114
2014-04-16 06:17:23.879447,,,,"192.49.16.119, 194.136.183.15"
2014-04-16 06:20:46.578373,,,,198.45.26.30
2014-04-16 06:20:46.382691,,,,198.45.26.30
2014-04-16 06:33:03.780373,,,,79.97.54.17
2014-04-16 06:35:09.844339,,,,"193.130.15.240, 176.58.92.249"
2014-04-16 06:39:17.760131,,,,106.51.248.234
2014-04-16 06:46:19.281036,,,,150.70.173.50
2014-04-16 06:50:56.809422,,,,83.137.249.157
2014-04-16 06:51:17.232185,,,,68.50.218.123
2014-04-16 06:53:27.402146,,,,150.70.173.39
2014-04-16 06:55:07.312615,,,,27.159.206.72
2014-04-16 06:55:46.960624,,,,108.201.124.136
2014-04-16 06:55:47.363909,,,,208.115.113.84
2014-04-16 07:06:51.186540,,,,209.133.77.164
2014-04-16 07:09:12.143449,,,,207.219.69.241
2014-04-16 07:19:31.209002,,,,98.184.81.118
2014-04-16 07:20:59.095435,,,,209.133.77.166
2014-04-16 07:21:39.486467,,,,42.120.160.75
2014-04-16 07:22:30.653667,,,,54.206.98.194
2014-04-16 07:24:23.339520,,,,98.184.81.118
2014-04-16 07:24:27.573201,,,,98.184.81.118
2014-04-16 07:24:42.548485,,,,98.184.81.118
2014-04-16 07:24:45.481595,,,,166.137.244.45
2014-04-16 07:41:42.173319,,,,91.183.133.74
2014-04-16 07:42:04.622133,,,,98.184.81.118
2014-04-16 07:44:30.004701,,,,193.128.74.82
2014-04-16 08:03:36.102995,,,,140.203.154.5
2014-04-16 08:05:09.398806,,,,150.70.97.123
2014-04-16 08:09:09.453383,,,,182.74.27.150
2014-04-16 08:12:14.428448,,,,61.246.61.4
2014-04-16 08:12:54.834717,,,,200.17.112.161
2014-04-16 08:14:59.092396,,,,182.74.27.150
2014-04-16 08:17:18.293672,,,,54.224.92.206
2014-04-16 08:26:43.988180,,,,178.78.113.112
2014-04-16 08:36:58.147957,,,,64.222.177.23
2014-04-16 08:37:55.562399,,,,64.222.177.23
2014-04-16 08:38:30.558623,,,,64.222.177.23
2014-04-16 08:41:59.603157,,,,64.222.177.23
2014-04-16 08:46:13.524886,,,,198.100.144.55
2014-04-16 08:47:40.673748,,,,8.28.16.254
2014-04-16 08:47:40.950000,,,,"10.30.4.72, 80.82.2.33"
2014-04-16 08:48:03.809931,,,,"10.30.4.72, 80.82.2.33"
2014-04-16 08:48:45.143176,,,,85.10.211.143
2014-04-16 08:49:47.610919,,,,95.61.33.129
2014-04-16 08:56:09.524911,,,,193.111.119.176
2014-04-16 08:56:18.428889,,,,64.222.177.23
2014-04-16 09:02:09.642320,,,,195.99.156.34
2014-04-16 09:03:59.807280,,,,108.174.2.200
2014-04-16 09:07:01.284776,,,,195.99.156.34
2014-04-16 09:07:33.227329,,,,150.70.97.114
2014-04-16 09:07:34.867951,,,,31.90.217.170
2014-04-16 09:15:06.884736,,,,42.104.13.5
2014-04-16 09:24:55.181092,,,,62.214.99.74
2014-04-16 09:28:48.844949,,,,90.80.254.21
2014-04-16 09:28:52.798654,,,,170.248.172.62
2014-04-16 09:29:50.201885,,,,37.59.18.35
2014-04-16 09:40:53.918191,,,,109.120.157.179
2014-04-16 09:40:54.709174,,,,109.120.157.179
2014-04-16 09:41:23.265401,,,,54.227.197.86
2014-04-16 09:43:12.296011,,,,113.102.248.148
2014-04-16 09:44:09.017190,,,,128.143.53.131
2014-04-16 09:46:43.367963,,,,182.72.251.230
2014-04-16 09:50:07.580283,,,,80.227.12.90
2014-04-16 09:51:34.479395,,,,216.165.95.76
2014-04-16 09:57:41.775966,,,,186.201.143.223
2014-04-16 10:01:49.048981,,,,187.63.238.86
2014-04-16 10:02:28.369365,,,,128.143.53.131
2014-04-16 10:06:45.334600,,,,219.78.54.52
2014-04-16 10:08:14.657576,,,,156.33.241.6
2014-04-16 10:16:32.381257,,,,156.33.241.6
2014-04-16 10:22:18.550519,,,,24.108.95.26
2014-04-16 10:35:16.124729,,,,184.99.219.97
2014-04-16 10:37:52.430543,,,,209.251.63.19
2014-04-16 10:41:03.003400,,,,192.99.12.99
2014-04-16 10:43:11.008859,,,,217.77.80.29
2014-04-16 10:46:00.582990,,/chart/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36",::1
2014-04-16 10:48:16.570088,,,,208.181.21.193
2014-04-16 10:50:17.358011,,,,66.249.84.206
2014-04-16 10:56:48.122291,,,,157.56.93.62
2014-04-16 10:56:56.806113,,,,14.139.208.83
2014-04-16 11:06:26.997277,,,,213.245.90.90
2014-04-16 11:06:27.351594,,,,173.252.120.119
2014-04-16 13:36:09.547273,http://luisdaniel.com/Open-Data-Compass/adminedit,/chart/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36",216.165.95.69
2014-04-16 13:36:14.270790,http://luisdaniel.com/Open-Data-Compass,/chart/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36",216.165.95.69
2014-04-16 16:13:59.922552,http://luisdaniel.com/Open-Data-Compass/adminedit,/chart/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36",216.165.95.69
2014-04-16 16:14:08.945683,http://luisdaniel.com/Open-Data-Compass/adminedit,/chart/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36",216.165.95.69
2014-04-16 16:54:41.869251,,/chart/,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; CrystalSemanticsBot http://www.crystalsemantics.com/service-navigation/imprint/useragent/),50.97.84.118
2014-04-16 16:58:41.559211,http://luisdaniel.com/Open-Data-Compass,/chart/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36",216.165.95.69
2014-04-16 17:10:21.093652,http://luisdaniel.com/Open-Data-Compass,/chart/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36",216.165.95.69
2014-04-16 17:12:19.764784,http://luisdaniel.com/Open-Data-Compass,/chart/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36",216.165.95.69
2014-04-16 17:13:01.784164,,/chart/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36",::1
2014-04-16 17:17:06.942374,http://luisdaniel.com/Open-Data-Compass,/chart/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36",216.165.95.69
2014-04-16 22:02:09.762994,,/chart/,facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php),173.252.110.114
2014-04-17 03:03:57.396193,http://seatti.org/index.php/news-and-events/117-welcome-to-opendata-500.html,/chart/,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:28.0) Gecko/20100101 Firefox/28.0,182.253.2.122
2014-04-17 03:04:33.749217,http://seatti.org/media/editors/tinymce/jscripts/tiny_mce/plugins/media/media.htm,/chart/,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:28.0) Gecko/20100101 Firefox/28.0,182.253.2.122
2014-04-17 03:04:45.928264,http://seatti.org/media/editors/tinymce/jscripts/tiny_mce/plugins/media/media.htm,/chart/,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:28.0) Gecko/20100101 Firefox/28.0,182.253.2.122
2014-04-17 03:05:04.028508,http://seatti.org/index.php/news-and-events/117-welcome-to-opendata-500.html,/chart/,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:28.0) Gecko/20100101 Firefox/28.0,182.253.2.122
2014-04-17 03:08:18.613073,http://seatti.org/media/editors/tinymce/jscripts/tiny_mce/plugins/media/media.htm,/chart/,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:28.0) Gecko/20100101 Firefox/28.0,182.253.2.122
2014-04-17 03:08:23.653480,http://seatti.org/media/editors/tinymce/jscripts/tiny_mce/plugins/media/media.htm,/chart/,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:28.0) Gecko/20100101 Firefox/28.0,182.253.2.122
2014-04-17 03:09:31.351391,http://seatti.org/index.php/news-and-events/117-welcome-to-opendata-500.html,/chart/,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:28.0) Gecko/20100101 Firefox/28.0,182.253.2.122
2014-04-17 03:10:56.313606,http://seatti.org/index.php/news-and-events/117-welcome-to-opendata-500.html,/chart/,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:28.0) Gecko/20100101 Firefox/28.0,182.253.2.122
2014-04-17 03:47:11.265032,http://www.seatti.org/index.php/news-and-events/117-welcome-to-opendata-500.html,/chart/,Mozilla/5.0 (Windows NT 6.1; rv:28.0) Gecko/20100101 Firefox/28.0,"192.168.2.153, 117.102.105.90"
2014-04-17 03:47:42.908616,http://www.seatti.org/index.php/news-and-events/117-welcome-to-opendata-500.html,/chart/,Mozilla/5.0 (Windows NT 6.1; rv:28.0) Gecko/20100101 Firefox/28.0,"192.168.2.153, 117.102.105.90"
2014-04-17 07:21:20.095173,http://www.opendata500.com/,/chart/,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; InfoPath.3; .NET4.0C; .NET4.0E),214.38.145.227
2014-04-17 07:36:04.968426,http://www.opendata500.com/,/chart/,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; chromeframe/32.0.1700.107; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C; .NET4.0E; MS-RTC LM 8; InfoPath.3),198.45.26.28
2014-04-17 08:46:32.270776,,/chart/,Mozilla/4.0 (compatible;),170.74.55.80
2014-04-17 09:41:35.022579,http://www.opendata500.com/,/chart/,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0),"127.0.0.1, 192.197.178.2"
2014-04-17 09:52:28.386263,http://www.opendata500.com/,/chart/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36",198.62.100.194
2014-04-17 12:59:36.698049,,/chart/,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html),180.76.6.63
2014-04-17 13:24:31.070847,,/chart/,Mozilla/5.0 (compatible; coccoc/1.0; +http://help.coccoc.com/),123.30.175.84
2014-04-17 14:50:56.269196,,/chart/,Mozilla/4.0 (compatible;),207.67.123.194
2014-04-17 16:37:36.029067,http://www.opendata500.com,/chart/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.52 Safari/537.36",5.157.36.37
2014-04-17 21:07:36.141537,,/chart/,Mozilla/4.0 (compatible;),15.203.233.78
2014-04-17 21:44:06.321151,http://www.opendata500.com/,/chart/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36",202.233.46.59
2014-04-18 00:18:40.983023,http://www.opendata500.com,/chart/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.63 Safari/537.36",183.207.228.12
2014-04-18 04:27:59.067285,http://www.opendata500.com/,/chart/,Mozilla/5.0 (Windows NT 5.1; rv:29.0) Gecko/20100101 Firefox/29.0,203.91.193.50
2014-04-18 05:37:06.547979,,/chart/,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; InfoPath.1; .NET CLR 2.0.50727; .NET CLR 1.1.4322; MS-RTC LM 8; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729),199.19.249.196
2014-04-18 05:37:06.960378,http://www.opendata500.com/,/chart/,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E),193.43.176.11
2014-04-18 07:51:32.694741,,/chart/,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),157.56.93.84
2014-04-18 08:40:39.719216,http://seatti.org/index.php/news-and-events/117-welcome-to-opendata-500.html,/chart/,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36",36.86.21.4
2014-04-18 10:31:20.074313,http://www.opendata500.com/,/chart/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",170.252.72.61
2014-04-18 12:04:31.423191,,/chart/,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:14.0; ips-agent) Gecko/20100101 Firefox/14.0.1,69.58.178.56
2014-04-18 13:20:07.814779,http://www.opendata500.com/,/chart/,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36",216.152.101.243
2014-04-18 15:42:33.727064,http://www.seatti.org/index.php/news-and-events/117-welcome-to-opendata-500.html,/chart/,Mozilla/5.0 (Windows NT 5.1; rv:28.0) Gecko/20100101 Firefox/28.0,36.71.143.9
2014-04-18 17:36:38.798435,http://www.opendata500.com,/chart/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.71 Safari/537.36",198.143.143.115
2014-04-18 18:38:50.958005,,/chart/,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),66.249.76.73
2014-04-18 20:51:08.992829,http://seatti.org/index.php/news-and-events/117-welcome-to-opendata-500.html,/chart/,"Mozilla/5.0 (Linux; Android 4.2.2; GT-I9082 Build/JDQ39) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.114 Mobile Safari/537.36","118.137.215.91, 66.249.80.175"
2014-04-18 23:25:55.430645,http://www.seatti.org/index.php/news-and-events/117-welcome-to-opendata-500.html,/chart/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36",111.95.166.249
2014-04-18 23:28:37.663185,,/chart/,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),157.56.93.84
2014-04-19 08:41:50.943906,,/chart/,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; CrystalSemanticsBot http://www.crystalsemantics.com/service-navigation/imprint/useragent/),50.97.84.118
2014-04-19 12:56:51.157912,http://seatti.org/index.php/news-and-events/117-welcome-to-opendata-500.html,/chart/,Mozilla/5.0 (X11; Linux x86_64; rv:28.0) Gecko/20100101 Firefox/28.0,118.97.95.19
2014-04-19 13:32:39.546928,http://www.opendata500.com,/chart/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.72 Safari/537.36",192.184.85.133
2014-04-20 02:41:42.525777,http://www.seatti.org/index.php/news-and-events/117-welcome-to-opendata-500.html,/chart/,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36",49.213.16.93
2014-04-20 09:04:34.449187,http://www.seatti.org/index.php/news-and-events/117-welcome-to-opendata-500.html,/chart/,Mozilla/5.0 (Windows NT 6.1; rv:28.0) Gecko/20100101 Firefox/28.0,139.228.214.218
2014-04-20 18:56:32.715006,http://www.opendata500.com,/chart/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.72 Safari/537.36",192.184.85.133
2014-04-20 22:10:19.728609,http://seatti.org/index.php/news-and-events/117-welcome-to-opendata-500.html,/chart/,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:28.0) Gecko/20100101 Firefox/28.0,118.136.144.149
2014-04-21 01:04:28.338419,http://seatti.org/index.php/news-and-events/117-welcome-to-opendata-500.html,/chart/,Mozilla/5.0 (Windows NT 6.1; rv:28.0) Gecko/20100101 Firefox/28.0,"172.18.37.48, 175.106.22.40"
2014-04-21 01:48:39.674470,http://seatti.org/index.php/news-and-events/117-welcome-to-opendata-500.html,/chart/,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:28.0) Gecko/20100101 Firefox/28.0,182.253.2.122
2014-04-21 02:50:29.929072,,/chart/,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 2.0.50727; MAXTHON 2.0),119.147.146.189
2014-04-21 07:32:06.287153,http://www.opendata500.com/,/chart/,Mozilla/5.0 (Windows NT 6.1; rv:28.0) Gecko/20100101 Firefox/28.0,150.177.11.18
2014-04-21 08:01:07.246047,http://www.opendata500.com/,/chart/,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,15.211.201.83
2014-04-21 10:14:12.312185,,/chart/,Mozilla/4.0 (compatible;),"127.0.0.1, 205.156.136.229"
2014-04-21 13:11:26.690957,http://www.opendata500.com/,/chart/,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.3; D-M1-200309AC;D-M1-MSSP1; IE8ALLOW),132.200.32.34
2014-04-21 13:17:00.556625,,/chart/,Mozilla/4.0 (compatible;),"127.0.0.1, 205.156.136.229"
2014-04-21 14:01:20.118746,http://www.opendata500.com/,/chart/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36",128.241.23.71
2014-04-21 14:01:20.233168,,/chart/,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; InfoPath.1; .NET CLR 2.0.50727; .NET CLR 1.1.4322; MS-RTC LM 8; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729),199.116.169.254
2014-04-21 16:27:05.116495,,/chart/,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; InfoPath.1; .NET CLR 2.0.50727; .NET CLR 1.1.4322; MS-RTC LM 8; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729),8.28.16.254
2014-04-21 18:51:43.356001,,/chart/,Java/1.6.0_04,89.123.52.172
2014-04-21 21:13:46.831900,,/chart/,ia_archiver (+http://www.alexa.com/site/help/webmasters; crawler@alexa.com),204.236.226.210
2014-04-21 21:58:52.716380,,/chart/,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; InfoPath.1; .NET CLR 2.0.50727; .NET CLR 1.1.4322; MS-RTC LM 8; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729),103.246.38.196
2014-04-22 05:51:22.511250,,/chart/,Mozilla/4.0 (compatible;),62.25.109.195
2014-04-22 07:34:18.649441,http://luisdaniel.com/Open-Data-Compass,/chart/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36",83.40.135.59
2014-04-22 07:36:01.567532,http://luisdaniel.com/Open-Data-Compass,/chart/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36",83.40.135.59
2014-04-22 14:35:34.995958,http://www.opendata500.com/,/chart/,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; QS 4.2.4.0; QS 5.3.0.4; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C; .NET4.0E; InfoPath.3; QS 4.2.4.0; QS 5.3.0.4),138.162.128.53
2014-04-22 21:52:00.440313,,/chart/,Mozilla/4.0 (compatible;),210.146.35.2
2014-04-22 23:54:47.165338,http://www.opendata500.com,/chart/,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:5.0) Gecko/20100101 Firefox/5.0,94.23.220.227
2014-04-22 23:59:22.242239,http://seatti.org/index.php/news-and-events/117-welcome-to-opendata-500.html?fb_comment_id,/chart/,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:28.0) Gecko/20100101 Firefox/28.0,"192.168.2.196, 117.102.105.90"
2014-04-23 00:04:57.400060,http://seatti.org/index.php/news-and-events/117-welcome-to-opendata-500.html?fb_comment_id=,/chart/,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:28.0) Gecko/20100101 Firefox/28.0,182.253.2.122
2014-04-23 00:35:54.544982,,/chart/,Mozilla/4.0,180.153.201.214
2014-04-23 01:54:07.559842,http://www.opendata500.com,/chart/,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:5.0) Gecko/20100101 Firefox/5.0,94.23.220.227
2014-04-23 03:30:27.244180,http://www.seatti.org/index.php/news-and-events/117-welcome-to-opendata-500.html,/chart/,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36",139.228.235.73
2014-04-23 04:33:05.305725,http://www.opendata500.com/,/chart/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36",210.146.35.2
